STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : BITLIS DSI 173. SB. MUD.
EARTHQUAKE DATE         : 23/10/2011
EPICENTER COORDINATES   : 
EARTHQUAKE DEPTH (km)   : 
EARTHQUAKE MAGNITUDE    : 
STATION ID              : 1302
STATION COORDINATES     : 38.47440N-42.15912E
STATION ALTITUDE (m)    : 1794
RECORDER TYPE           : CMG-5TD
RECORDER SERIAL NO      : 5J60
RECORD TIME             : 23/10/2011 10:41:18 (GMT)
NUMBER OF DATA          : 19107
SAMPLING INTERVAL (sec) : 0.01000000
RAW PGA VALUES (cm/s^2) : (N-S)  89.668149 (E-W) 102.243526 (U-D)  35.511623
Copyright EARTHQUAKE RESEARCH DEPARTMENT 
GENERAL DIRECTORATE OF DISASTER AFFAIRS 
       N-S           E-W           U-D
     0.193553      -0.110573      -0.114424  
     0.195127      -0.039421      -0.098300  
     0.155773       0.038658      -0.130548  
     0.086510       0.129330      -0.163106  
     0.049045       0.215279      -0.185121  
     0.000560       0.293987      -0.191013  
    -0.057998       0.287376      -0.172408  
    -0.086333       0.208668      -0.141090  
    -0.065554       0.128070      -0.135819  
    -0.029663       0.058492      -0.146672  
     0.012524       0.007804      -0.170548  
     0.051563      -0.001011      -0.186052  
     0.071713       0.021027      -0.168687  
     0.098159       0.072345      -0.176749  
     0.138772       0.131219      -0.176749  
     0.153569       0.152627      -0.198145  
     0.129642       0.124292      -0.204036  
     0.117678       0.074234      -0.180470  
     0.123660       0.015045      -0.151013  
     0.087140      -0.017697      -0.114114  
     0.030784      -0.018012      -0.060160  
     0.010320      -0.008567      -0.018920  
     0.004653       0.015360      -0.001555  
    -0.000069       0.013786      -0.004036  
     0.032359      -0.008567      -0.053959  
     0.091547      -0.047292      -0.094889  
     0.142235      -0.094202      -0.119075  
     0.189775      -0.153390      -0.092098  
     0.210239      -0.222654      -0.051788  
     0.207406      -0.282472      -0.020780  
     0.175293      -0.328438      -0.013648  
     0.142550      -0.375977      -0.013959  
     0.141606      -0.432018      -0.025121  
     0.129957      -0.438944      -0.065121  
     0.117049      -0.381959      -0.091478  
     0.099103      -0.261063      -0.140780  
     0.066046      -0.104906      -0.179850  
     0.030784       0.004971      -0.199385  
    -0.000384       0.026064      -0.191943  
    -0.038164       0.008749      -0.168687  
    -0.083815      -0.020216      -0.148532  
    -0.102075      -0.083183      -0.133648  
    -0.060832      -0.155909      -0.127137  
     0.020080      -0.209431      -0.111943  
     0.083362      -0.247211      -0.116594  
     0.113900      -0.276805      -0.107912  
     0.162070      -0.305770      -0.071013  
     0.168052      -0.313011      -0.083416  
     0.156403      -0.301677      -0.086207  
     0.191664      -0.324660      -0.083726  
     0.191034      -0.291287      -0.101090  
     0.174663      -0.214153      -0.082486  
     0.172144      -0.155279      -0.075354  
     0.180015      -0.114351      -0.043106  
     0.185367      -0.066182      -0.014889  
     0.165848       0.013786      -0.004966  
     0.156403       0.049677       0.002476  
     0.174978       0.088401      -0.010238  
     0.206146       0.134367       0.002786  
     0.226296       0.156090       0.002476  
     0.207721       0.185685      -0.003106  
     0.184108       0.210242       0.017979  
     0.161755       0.191037       0.051778  
     0.123031       0.123033       0.079375  
     0.104141       0.025120       0.090848  
     0.086825      -0.088850       0.098290  
     0.061008      -0.166299       0.135499  
     0.051878      -0.193059       0.155964  
     0.006857      -0.170391       0.160305  
    -0.044146      -0.108999       0.169917  
    -0.063351      -0.052959       0.141390  
    -0.074370      -0.000382       0.112553  
    -0.106483       0.062585       0.068212  
    -0.182357       0.144442       0.024491  
    -0.244694       0.255892       0.019530  
    -0.289716       0.361362       0.044026  
    -0.338515       0.443848       0.070383  
    -0.358664       0.492332       0.089917  
    -0.333792       0.465571       0.103561  
    -0.299161       0.386548       0.126817  
    -0.268937       0.302803       0.136119  
    -0.245324       0.224094       0.129607  
    -0.267048       0.174980       0.096119  
    -0.323403       0.173721       0.053018  
    -0.326551       0.184740       0.064491  
    -0.311439       0.203315       0.076584  
    -0.314587       0.239521       0.093638  
    -0.300735       0.282968       0.087127  
    -0.273344       0.292098       0.080615  
    -0.216045       0.242355       0.088057  
    -0.146152       0.168369       0.087127  
    -0.110261       0.095328       0.089297  
    -0.097038       0.052825       0.106352  
    -0.089797       0.054399       0.112863  
    -0.097667       0.056918       0.093328  
    -0.107742       0.047788       0.059840  
    -0.146781       0.051566       0.003716  
    -0.185821       0.077382      -0.009617  
    -0.227693       0.133737      -0.006827  
    -0.298846       0.222835      -0.005897  
    -0.355516       0.310673       0.016119  
    -0.356145       0.363880       0.034103  
    -0.340404       0.386233       0.045886  
    -0.322143       0.348139       0.080305  
    -0.262325       0.300599       0.096739  
    -0.245954       0.273523       0.123406  
    -0.280900       0.234799       0.178290  
    -0.302309       0.220002       0.192243  
    -0.311439       0.240151       0.184181  
    -0.317421       0.257467       0.166507  
    -0.316791       0.248966       0.101700  
    -0.292234       0.255578       0.001545  
    -0.284049       0.284542      -0.096129  
    -0.305772       0.310359      -0.166207  
    -0.295697       0.312562      -0.196284  
    -0.272400       0.329878      -0.208687  
    -0.243120       0.359787      -0.181090  
    -0.189599       0.350028      -0.128687  
    -0.170394       0.341527      -0.061090  
    -0.180468       0.377733       0.027902  
    -0.197155       0.459904       0.069762  
    -0.232101       0.533260       0.116584  
    -0.258232       0.573559       0.191623  
    -0.295697       0.602838       0.227902  
    -0.376295       0.622043       0.207437  
    -0.447132       0.635266       0.166196  
    -0.448391       0.625821       0.161855  
    -0.397703       0.624247       0.151623  
    -0.365590       0.611654       0.121545  
    -0.335996       0.582374       0.092708  
    -0.261066       0.544594       0.088367  
    -0.192117       0.463682       0.117824  
    -0.145207       0.389697       0.123716  
    -0.110261       0.346564       0.115344  
    -0.079407       0.310988       0.125886  
    -0.084759       0.266282       0.124026  
    -0.123799       0.248651       0.077204  
    -0.140170       0.266282       0.014259  
    -0.142059       0.280135      -0.018920  
    -0.152134       0.301858      -0.036594  
    -0.160004       0.343101      -0.043726  
    -0.153708       0.351602      -0.018920  
    -0.168820       0.329249       0.001235  
    -0.224860       0.316655       0.007437  
    -0.284678       0.271949       0.053328  
    -0.319310       0.157035       0.101700  
    -0.359923       0.054085       0.103561  
    -0.376609       0.014101       0.066662  
    -0.361812      -0.034384       0.039685  
    -0.357719      -0.069960       0.022631  
    -0.399277      -0.023050      -0.000935  
    -0.443039       0.064474      -0.015509  
    -0.475152       0.148849      -0.041555  
    -0.514506       0.217798      -0.041866  
    -0.518284       0.240466      -0.013338  
    -0.493727       0.237317      -0.037214  
    -0.483653       0.240151      -0.046827  
    -0.502857       0.203630      -0.042176  
    -0.520173       0.166165      -0.075354  
    -0.546619       0.148534      -0.070083  
    -0.590066       0.117996      -0.088377  
    -0.597622       0.092809      -0.124036  
    -0.543156       0.073289      -0.141710  
    -0.477041       0.039602      -0.143571  
    -0.408093       0.037398      -0.118455  
    -0.362442       0.106976      -0.073183  
    -0.343867       0.170258      -0.021090  
    -0.350793       0.231650       0.018290  
    -0.357719       0.274153       0.051778  
    -0.311124       0.276042       0.068522  
    -0.273344       0.257467       0.071003  
    -0.235249       0.217168       0.046507  
    -0.187080       0.185055      -0.000625  
    -0.195895       0.183481      -0.050238  
    -0.222341       0.193870      -0.057369  
    -0.228008       0.213390      -0.078455  
    -0.272715       0.268486      -0.099850  
    -0.334737       0.341842      -0.080005  
    -0.351108       0.435662      -0.096129  
    -0.302939       0.534205      -0.092408  
    -0.243750       0.579226      -0.066672  
    -0.216989       0.594023      -0.072253  
    -0.200618       0.605042      -0.074424  
    -0.178579       0.550891      -0.043416  
    -0.122224       0.469664      -0.013338  
    -0.049813       0.367658       0.018290  
    -0.004792       0.238577       0.030072  
     0.053452       0.163646       0.040305  
     0.145384       0.119885       0.066041  
     0.204257       0.086197       0.065421  
     0.184738       0.078642       0.073173  
     0.126179       0.110440       0.078445  
     0.065416       0.196704       0.084336  
    -0.037534       0.292098       0.079065  
    -0.172912       0.370492       0.083716  
    -0.249102       0.447626       0.122786  
    -0.265159       0.489184       0.138290  
    -0.280271       0.491073       0.111933  
    -0.286252       0.442903       0.085576  
    -0.300105       0.362306       0.039065  
    -0.306087       0.301858      -0.017679  
    -0.283104       0.228187      -0.056439  
    -0.264529       0.164906      -0.095509  
    -0.261066       0.151368      -0.099540  
    -0.234935       0.186944      -0.113183  
    -0.201877       0.225983      -0.124656  
    -0.193691       0.233225      -0.077835  
    -0.211007       0.253689      -0.039695  
    -0.230842       0.301228      -0.021400  
    -0.239342       0.327360      -0.024191  
    -0.265473       0.319174      -0.042176  
    -0.254139       0.307840      -0.036594  
    -0.222026       0.301543      -0.042176  
    -0.208489       0.290839      -0.045586  
    -0.207859       0.270060      -0.078145  
    -0.231786       0.257152      -0.130858  
    -0.250361       0.224724      -0.151633  
    -0.259177       0.157350      -0.188532  
    -0.277752       0.102254      -0.217679  
    -0.294438       0.072345      -0.249307  
    -0.301679       0.043065      -0.274734  
    -0.298846       0.019453      -0.293028  
    -0.289086       0.019138      -0.284346  
    -0.313013       0.009063      -0.247137  
    -0.366220       0.026064      -0.236594  
