STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : AGRI BAYINDIRLIK VE ISKAN MUD.
EARTHQUAKE DATE         : 23/10/2011
EPICENTER COORDINATES   : 
EARTHQUAKE DEPTH (km)   : 
EARTHQUAKE MAGNITUDE    : 
STATION ID              : 401
STATION COORDINATES     : 39.71991N-43.01585E
STATION ALTITUDE (m)    : 1610
RECORDER TYPE           : CMG-5TD
RECORDER SERIAL NO      : 5D60
RECORD TIME             : 23/10/2011 10:40:43 (GMT)
NUMBER OF DATA          : 22241
SAMPLING INTERVAL (sec) : 0.01000000
RAW PGA VALUES (cm/s^2) : (N-S)  18.459245 (E-W)  15.087845 (U-D)   7.217400
Copyright EARTHQUAKE RESEARCH DEPARTMENT 
GENERAL DIRECTORATE OF DISASTER AFFAIRS 
       N-S           E-W           U-D
     0.149582      -3.023977      -0.364775  
    -0.038242      -2.847423      -0.445577  
     0.006836      -3.045890      -0.360391  
     0.011844      -3.037125      -0.429917  
    -0.107111      -2.924431      -0.543290  
    -0.111493      -2.838032      -0.574608  
    -0.120884      -2.889371      -0.544543  
    -0.159075      -2.655843      -0.577740  
    -0.028225      -2.634557      -0.623465  
     0.055044      -2.864954      -0.573982  
    -0.175979      -2.430455      -0.642882  
    -0.252361      -2.406038      -0.752496  
    -0.214170      -2.516228      -0.795716  
    -0.177231      -2.240127      -0.821397  
     0.027496      -2.325900      -0.817012  
    -0.028225      -2.354700      -0.825155  
    -0.253613      -2.235119      -0.810749  
    -0.158449      -2.065451      -0.761266  
     0.006210      -2.035400      -0.780683  
    -0.107111      -1.861976      -0.828913  
    -0.090207      -1.687926      -0.887792  
     0.028122      -1.951505      -0.849583  
    -0.121510      -1.666639      -0.887792  
    -0.154067      -1.555197      -0.901572  
    -0.083946      -1.798116      -0.805111  
    -0.191631      -1.429982      -0.893429  
    -0.146554      -1.365496      -0.890297  
    -0.062659      -1.458155      -0.898440  
    -0.181614      -1.274714      -0.970472  
    -0.194762      -1.116316      -0.845825  
    -0.071424      -0.977953      -0.739343  
    -0.086450      -0.952910      -0.758134  
    -0.112119      -0.807034      -0.867748  
    -0.003182      -1.087517      -0.779430  
    -0.112119      -0.948527      -0.730574  
    -0.306830      -0.602306      -0.838309  
    -0.203527      -0.821434      -0.793837  
    -0.177858      -0.522794      -0.893429  
    -0.127771      -0.399457      -0.893429  
     0.090104      -0.433891      -0.798221  
     0.018105      -0.301162      -0.771287  
    -0.151562      -0.166555      -0.783188  
    -0.097719      -0.187216      -0.871506  
    -0.121510      -0.236050      -0.862111  
    -0.159075       0.056955      -0.927879  
    -0.060781      -0.092052      -0.931637  
    -0.088328      -0.156538      -0.889671  
    -0.286169       0.294238      -0.989890  
    -0.211040       0.167144      -0.927253  
    -0.071424       0.189057      -0.916605  
    -0.146554       0.435106      -0.914099  
    -0.015077       0.306760      -0.774419  
    -0.110241       0.314899      -0.710530  
    -0.309334       0.488323      -0.721178  
    -0.296186       0.530896      -0.798848  
    -0.328116       0.447001      -0.773167  
    -0.455836       0.709328      -0.787573  
    -0.366307       0.657990      -0.663552  
    -0.259248       0.516496      -0.496939  
    -0.467732       0.885256      -0.680464  
    -0.436428       0.831414      -0.751870  
    -0.271769       0.774440      -0.639124  
    -0.443315       1.066819      -0.659794  
    -0.510305       0.895274      -0.626597  
    -0.432671       0.883378      -0.605300  
    -0.610478       1.015481      -0.689860  
    -0.510305       0.980420      -0.674201  
    -0.343768       0.996072      -0.551433  
    -0.390098       1.215826      -0.570850  
    -0.412637       1.210817      -0.634739  
    -0.361298       0.940977      -0.521993  
    -0.502792       1.302225      -0.563960  
    -0.630512       1.222086      -0.573355  
    -0.514688       1.129427      -0.532642  
    -0.663694       1.416171      -0.616575  
    -0.674338       1.306607      -0.493807  
    -0.525331       1.303477      -0.391709  
    -0.614860       1.390502      -0.495686  
    -0.669329       1.379232      -0.429291  
    -0.500288       1.398015      -0.257666  
    -0.621121       1.614012      -0.314666  
    -0.758232       1.513839      -0.428665  
    -0.626756       1.207687      -0.323435  
    -0.776388       1.550152      -0.337841  
    -0.943551       1.582082      -0.359138  
    -0.728807       1.347928      -0.198162  
    -0.658060       1.726706      -0.205678  
    -0.705016       1.584586      -0.153689  
    -0.534096       1.444344      -0.104833  
    -0.681851       1.579577      -0.219458  
    -0.813327       1.593977      -0.268941  
    -0.773258       1.591473      -0.134898  
    -0.832109       1.805592      -0.163085  
    -0.916004       1.901382      -0.324061  
    -0.725050       1.339789      -0.176239  
    -0.648668       1.662220      -0.127382  
    -0.876561       1.887608      -0.166843  
    -0.714407       1.696654      -0.079778  
    -0.711902       1.914529      -0.133019  
    -0.827727       1.771783      -0.060361  
    -0.797675       1.635298       0.103121  
    -0.961082       1.829383       0.037353  
    -1.024942       1.928303      -0.017768  
    -0.822092       1.739853       0.131934  
    -0.797049       1.900755       0.168890  
    -1.039968       2.058527       0.018562  
    -0.775136       1.689141       0.116275  
    -0.694372       1.701036       0.274746  
    -0.926647       1.990285       0.304185  
    -0.794545       1.845035       0.240296  
    -0.976108       1.896373       0.081825  
    -0.995516       1.898877       0.125044  
    -0.744458       1.711054       0.381228  
    -0.874683       1.837522       0.428832  
    -1.048733       1.856304       0.215867  
    -0.949812       1.795574       0.259087  
    -0.865292       1.734219       0.399393  
    -1.017429       1.737975       0.351163  
    -0.905361       1.531369       0.478941  
    -0.732563       1.608377       0.519029  
    -0.954195       1.883225       0.349910  
    -0.898474       1.503822       0.436975  
    -0.663694       1.647820       0.395635  
    -0.776388       1.753001       0.268482  
    -0.738198       1.424310       0.410041  
    -0.633643       1.533874       0.396261  
    -0.835866       1.617142       0.316086  
    -0.733189       1.326015       0.483326  
    -0.524079       1.254643       0.596698  
    -0.663694       1.537004       0.460777  
    -0.579174       1.347928       0.446997  
    -0.398237       1.355441       0.509007  
    -0.602965       1.634046       0.438854  
    -0.624878       1.268416       0.553479  
    -0.350029       1.183896       0.602962  
    -0.418898       1.334155       0.517776  
    -0.350655       1.050541       0.683763  
    -0.209161       1.160731       0.783982  
    -0.448949       1.322885       0.626764  
    -0.420150       1.128175       0.643676  
    -0.226066       1.034889       0.778971  
    -0.351281       1.118784       0.664972  
    -0.399489       0.822648       0.626764  
    -0.214170       0.626060       0.685643  
    -0.319351       0.905917       0.558490  
    -0.489645       0.713085       0.593567  
    -0.290552       0.683659       0.705060  
    -0.268013       0.853952       0.608599  
    -0.284917       0.590999       0.743895  
    -0.080815       0.574721       0.878564  
    -0.194762       0.650477       0.683763  
    -0.302447       0.446375       0.602962  
    -0.241718       0.420080       0.691280  
    -0.309960       0.651729       0.642423  
    -0.308708       0.467036       0.656830  
    -0.127771       0.210970       0.871674  
    -0.021964       0.552809       0.834718  
    -0.125893       0.411941       0.833465  
    -0.051390       0.217857       0.981288  
    -0.058903       0.545296       0.871047  
    -0.256117       0.376255       0.874805  
    -0.125267       0.153997       0.942453  
    -0.129649       0.236639       0.819059  
    -0.351281       0.091389       0.891091  
    -0.243596      -0.028192       1.038287  
    -0.144049       0.114554       0.881069  
    -0.231700       0.022520       0.766444  
    -0.021964      -0.318066       0.913640  
     0.041896      -0.018801       0.871674  
    -0.254865       0.035042       0.772081  
    -0.140293      -0.316814       0.909882  
    -0.026973       0.041929       0.897355  
    -0.167840      -0.086417       0.900487  
    -0.062659      -0.361266       1.047683  
    -0.051390      -0.162173       0.929926  
    -0.214796      -0.277997       0.858520  
    -0.075181      -0.497751       0.992563  
     0.034383      -0.230415       0.884827  
    -0.279908      -0.149025       0.704434  
    -0.255491      -0.576011       0.790246  
    -0.090207      -0.429508       0.704434  
    -0.331247      -0.346866       0.580413  
    -0.263004      -0.702479       0.710071  
    -0.139041      -0.471456       0.616116  
    -0.368185      -0.430761       0.547215  
    -0.214170      -0.745052       0.649313  
    -0.047007      -0.519664       0.530304  
    -0.415767      -0.504012       0.475183  
    -0.376324      -0.671175       0.628017  
    -0.193509      -0.451421       0.556611  
    -0.462723      -0.450169       0.362437  
    -0.466480      -0.880285       0.429458  
    -0.257369      -0.713122       0.385613  
    -0.552252      -0.492116       0.164505  
    -0.626756      -0.893433       0.244680  
    -0.384463      -0.624219       0.222757  
    -0.619869      -0.426378       0.126923  
    -0.561018      -0.726896       0.248438  
    -0.344394      -0.494621       0.197076  
    -0.594200      -0.397578       0.061155  
    -0.612982      -0.641749       0.116275  
    -0.397611      -0.591663       0.052385  
    -0.639903      -0.532811      -0.104206  
    -0.721294      -0.887172       0.053012  
    -0.457715      -0.816425       0.118154  
    -0.750093      -0.445160      -0.028416  
    -0.866544      -0.699974       0.032342  
    -0.486514      -0.616706      -0.019647  
    -0.659938      -0.386935      -0.220711  
    -0.704389      -0.788877      -0.179997  
    -0.451454      -0.766965      -0.203799  
    -0.742580      -0.578515      -0.375423  
    -0.874057      -0.838964      -0.325940  
    -0.521575      -0.742548      -0.279589  
    -0.664320      -0.514655      -0.476895  
